Id,Label,Name,DisplayLevel,Shields,StartingWeaknesses,HP,PAtk,MAtk,EquipAtk,PDef,MDef,Speed,Crit,CritDef,Exp,Money
52,Snow_Enemy_03_004,Ice Lizardman II,9,2,"Sword, Dagger, Staff, Tome, Fire, Dark",190,130,130,18,17,13,85,55,130,10,63
53,Snow_Enemy_04a_001,High Wolf,12,3,"Sword, Dagger, Bow, Lightning, Dark",245,133,133,26,19,15,94,73,138,13,94
54,Snow_Enemy_04a_002,Albino Bat,12,3,"Spear, Bow, Tome, Ice, Dark",255,126,126,26,23,19,90,75,138,16,90
55,Snow_Enemy_04a_003,Dark Sentinel Mk.II,12,3,"Spear, Axe, Fan, Fire, Light",233,126,126,26,24,20,89,86,138,15,92
56,Snow_Enemy_04a_004,Dark Guardian,12,3,"Sword, Staff, Fan, Fire, Light",245,139,139,26,20,16,91,60,138,17,84
57,Snow_Enemy_04b_001,High Wolf,12,3,"Sword, Dagger, Bow, Lightning, Dark",245,133,133,26,19,15,94,73,138,13,94
58,Snow_Enemy_04b_002,Albino Bat,12,3,"Spear, Bow, Tome, Ice, Dark",255,126,126,26,23,19,90,75,138,16,90
59,Snow_Enemy_04b_003,Dark Sentinel Mk.II,12,3,"Spear, Axe, Fan, Fire, Light",233,126,126,26,24,20,89,86,138,15,92
60,Snow_Enemy_04b_004,Dark Guardian,12,3,"Sword, Staff, Fan, Fire, Light",245,139,139,26,20,16,91,60,138,17,84
61,Snow_Enemy_06a_001,Scarlet Wing Believer,18,4,"Dagger, Tome, Fan, Wind, Light",410,135,135,36,33,29,96,82,152,24,144
62,Snow_Enemy_06a_002,Research Fellow,18,3,"Spear, Axe, Bow, Ice, Light",396,135,135,36,32,28,97,90,152,32,137
63,Snow_Enemy_06a_003,Ice Sentinel,18,3,"Spear, Axe, Fan, Fire, Dark",347,142,142,36,30,26,100,97,152,30,137
64,Snow_Enemy_06a_004,Ice Guardian,18,2,"Sword, Staff, Fan, Fire, Dark",364,155,155,36,26,22,102,69,152,33,126
65,Snow_Enemy_06b_001,Scarlet Wing Believer,18,4,"Dagger, Tome, Fan, Wind, Light",410,135,135,36,33,29,96,82,152,24,144
66,Snow_Enemy_06b_002,Research Fellow,18,3,"Spear, Axe, Bow, Ice, Light",396,135,135,36,32,28,97,90,152,32,137
67,Snow_Enemy_06b_003,Ice Sentinel,18,3,"Spear, Axe, Fan, Fire, Dark",347,142,142,36,30,26,100,97,152,30,137
68,Snow_Enemy_06b_004,Ice Guardian,18,2,"Sword, Staff, Fan, Fire, Dark",364,155,155,36,26,22,102,69,152,33,126
69,Snow_Enemy_05a_001,Ice Wisp,16,3,"Spear, Fan, Fire, Lightning, Dark",403,131,131,32,31,27,93,79,148,24,120
70,Snow_Enemy_05a_002,Avalanche Mushroom,16,3,"Dagger, Axe, Tome, Fire, Light",350,138,138,32,27,23,95,94,148,29,119
71,Snow_Enemy_05a_003,Ice Lizardman III,16,2,"Dagger, Bow, Staff, Fire, Wind",357,151,151,32,24,20,99,66,148,33,105
72,Snow_Enemy_05a_004,Frost Fox,16,2,"Sword, Axe, Staff, Fire, Lightning",357,144,144,32,23,19,102,79,148,26,117
73,Snow_Enemy_05b_001,Ice Wisp,12,3,"Spear, Fan, Fire, Lightning, Dark",278,120,120,26,26,23,85,73,138,12,96
74,Snow_Enemy_05b_002,Avalanche Mushroom,12,3,"Dagger, Axe, Tome, Fire, Light",240,126,126,26,23,19,88,86,138,15,95
75,Snow_Enemy_05b_003,Ice Lizardman III,12,2,"Dagger, Bow, Staff, Fire, Wind",245,139,139,26,20,16,91,60,138,17,84
76,Snow_Enemy_05b_004,Frost Fox,12,2,"Sword, Axe, Staff, Fire, Lightning",245,133,133,26,19,15,94,73,138,13,94
77,Plain_Enemy_01a_001,Thespian (Dancer),1,2,"Dagger, Bow, Staff, Tome, Lightning, Wind",87,104,104,10,7,4,72,53,110,5,20
78,Plain_Enemy_01a_002,Fire Sentinel,1,2,"Sword, Spear, Axe, Ice, Wind, Light",82,99,99,10,11,8,68,65,110,5,19
79,Plain_Enemy_01a_003,Thespian (Aristocrat),1,2,"Spear, Dagger, Tome, Fan, Fire, Wind",100,93,93,10,13,10,64,53,110,6,20
80,Plain_Enemy_01a_004,Thespian (Scholar),1,2,"Sword, Axe, Bow, Fan, Ice, Dark",87,110,110,10,8,5,70,43,110,6,18
81,Plain_Enemy_01b_001,Thespian (Dancer),1,2,"Dagger, Bow, Staff, Tome, Lightning, Wind",87,104,104,10,7,4,72,53,110,5,20
82,Plain_Enemy_01b_002,Fire Sentinel,1,2,"Sword, Spear, Axe, Ice, Wind, Light",82,99,99,10,11,8,68,65,110,5,19
83,Plain_Enemy_01b_003,Thespian (Aristocrat),1,2,"Spear, Dagger, Tome, Fan, Fire, Wind",100,93,93,10,13,10,64,53,110,6,20
84,Plain_Enemy_01b_004,Thespian (Scholar),1,2,"Sword, Axe, Bow, Fan, Ice, Dark",87,110,110,10,8,5,70,43,110,6,18
85,Plain_Enemy_02_001,Flatlands Froggen I,7,2,"Dagger, Bow, Tome, Fan, Ice, Dark",186,124,124,16,14,11,81,52,124,9,49
86,Plain_Enemy_02_002,Meep,7,2,"Sword, Spear, Axe, Staff, Fire, Light",212,106,106,16,20,17,75,63,124,7,56
87,Plain_Enemy_02_003,Aggressive Ant,7,2,"Sword, Dagger, Tome, Fan, Wind, Dark",176,112,112,16,18,14,78,76,124,8,54
88,Plain_Enemy_02_004,Night Raven,7,2,"Spear, Bow, Tome, Ice, Lightning, Light",186,118,118,16,13,10,83,63,124,7,55
89,Plain_Enemy_03_001,Shaggy Meep,9,2,"Sword, Axe, Staff, Fan, Fire, Dark",216,112,112,18,23,19,79,67,130,8,72
90,Plain_Enemy_03_002,Dire Night Raven,9,2,"Spear, Bow, Tome, Ice, Lightning, Light",190,124,124,18,16,12,88,67,130,8,71
91,Plain_Enemy_03_003,Wanderweed,9,2,"Sword, Dagger, Axe, Fan, Fire, Lightning",208,112,112,18,22,18,80,74,130,10,69
92,Plain_Enemy_03_004,Flatlands Froggen II,9,2,"Axe, Bow, Staff, Tome, Ice, Light",190,130,130,18,17,13,85,55,130,10,63
93,Plain_Enemy_04_001,Antagonistic Ant,12,3,"Sword, Bow, Tome, Wind, Dark",278,120,120,26,26,23,85,73,138,12,96
94,Plain_Enemy_04_002,Venomous Viper,12,3,"Spear, Dagger, Axe, Fire, Dark",245,133,133,26,19,15,94,73,138,13,94
95,Plain_Enemy_04_003,Wind Guardian,12,3,"Sword, Staff, Fan, Lightning, Dark",245,139,139,26,20,16,91,60,138,17,84
96,Plain_Enemy_04_004,Wind Sentinel,12,3,"Spear, Axe, Tome, Lightning, Dark",233,126,126,26,24,20,89,86,138,15,92
97,Plain_Enemy_06a_001,Thespian (Professor),18,3,"Spear, Dagger, Staff, Wind, Light",396,135,135,36,32,28,97,90,152,32,137
98,Plain_Enemy_06a_002,Thespian (Lecturer),18,3,"Sword, Dagger, Fan, Lightning, Wind",396,135,135,36,32,28,97,90,152,32,137
99,Plain_Enemy_06a_003,Fire Guardian,18,2,"Sword, Tome, Fan, Ice, Dark",364,155,155,36,26,22,102,69,152,33,126
100,Plain_Enemy_06a_004,Flame Curator,18,2,"Spear, Bow, Tome, Ice, Dark",364,149,149,36,25,21,105,82,152,26,141
101,Plain_Enemy_06b_001,Thespian (Professor),18,3,"Spear, Dagger, Staff, Wind, Light",396,135,135,36,32,28,97,90,152,32,137
102,Plain_Enemy_06b_002,Thespian (Lecturer),18,3,"Sword, Dagger, Fan, Lightning, Wind",396,135,135,36,32,28,97,90,152,32,137
103,Plain_Enemy_06b_003,Fire Guardian,18,2,"Sword, Tome, Fan, Ice, Dark",364,155,155,36,26,22,102,69,152,33,126
104,Plain_Enemy_06b_004,Flame Curator,18,2,"Spear, Bow, Tome, Ice, Dark",364,149,149,36,25,21,105,82,152,26,141
105,Plain_Enemy_05_001,Red Viper,16,2,"Dagger, Axe, Fan, Ice, Lightning",357,144,144,32,23,19,102,79,148,26,117
106,Plain_Enemy_05_002,Wind Wisp,16,3,"Staff, Tome, Fire, Lightning, Dark",403,131,131,32,31,27,93,79,148,24,120
107,Plain_Enemy_05_003,Vampire Bat,16,3,"Sword, Spear, Bow, Ice, Light",371,138,138,32,27,23,98,82,148,32,113
108,Plain_Enemy_05_004,Flatlands Froggen III,16,2,"Dagger, Tome, Fan, Fire, Ice",357,151,151,32,24,20,99,66,148,33,105
109,Sea_Enemy_01a_001,Sea Birdian V,23,4,"Sword, Spear, Tome, Lightning, Dark",610,156,156,44,39,35,106,92,166,64,184
110,Sea_Enemy_01a_002,Sea Birdian VI,23,2,"Spear, Axe, Tome, Fire, Lightning",545,177,177,44,32,28,113,78,166,88,161
111,Sea_Enemy_01a_003,Barnacle Crab,23,2,"Axe, Staff, Tome, Lightning, Light",545,170,170,44,31,26,116,92,166,68,180
112,Sea_Enemy_01a_004,Brine Anemone,23,3,"Dagger, Axe, Bow, Fan, Wind",590,156,156,44,38,33,107,100,166,84,175
113,Sea_Enemy_01b_001,Sea Birdian V,23,4,"Sword, Spear, Tome, Lightning, Dark",610,156,156,44,39,35,106,92,166,64,184
114,Sea_Enemy_01b_002,Sea Birdian VI,23,2,"Spear, Axe, Tome, Fire, Lightning",545,177,177,44,32,28,113,78,166,88,161
115,Sea_Enemy_01b_003,Barnacle Crab,23,2,"Axe, Staff, Tome, Lightning, Light",545,170,170,44,31,26,116,92,166,68,180
116,Sea_Enemy_01b_004,Brine Anemone,23,3,"Dagger, Axe, Bow, Fan, Wind",590,156,156,44,38,33,107,100,166,84,175
117,Sea_Enemy_02_001,Sea Birdian I,23,2,"Sword, Spear, Tome, Lightning, Dark",545,181,181,44,33,28,127,86,188,88,161
118,Sea_Enemy_02_002,Hermit Conch,23,4,"Sword, Axe, Staff, Fire, Lightning",610,156,156,44,42,37,119,102,188,88,161
119,Sea_Enemy_02_003,Scissor Crab,23,2,"Dagger, Bow, Fan, Wind, Dark",545,173,173,44,32,27,130,102,188,68,180
120,Sea_Enemy_02_004,Sea Birdian IV,23,4,"Spear, Axe, Tome, Ice, Lightning",610,156,156,44,42,37,119,102,188,88,161
121,Sea_Enemy_03_001,Sea Birdian II,21,2,"Spear, Dagger, Fan, Lightning, Wind",428,174,174,40,31,26,121,82,180,77,147
122,Sea_Enemy_03_002,Sea Birdian III,21,2,"Sword, Spear, Axe, Fire, Lightning",428,166,166,40,29,25,124,98,180,56,168
123,Sea_Enemy_03_003,Flying Fish,21,2,"Spear, Bow, Fan, Ice, Dark",428,166,166,40,29,25,124,98,180,60,164
124,Sea_Enemy_03_004,Sea Scorpion,21,3,"Dagger, Staff, Tome, Lightning, Dark",480,150,150,40,39,34,113,98,180,56,168
125,Sea_Enemy_04_001,Scythe Crab,25,2,"Sword, Bow, Fan, Wind, Dark",777,187,187,49,33,28,119,95,170,68,164
126,Sea_Enemy_04_002,Sailfish,25,2,"Spear, Bow, Fan, Ice, Dark",777,187,187,49,33,28,119,95,170,68,164
127,Sea_Enemy_04_003,Ambling Bones,25,4,"Dagger, Axe, Staff, Fan, Wind",868,173,173,49,41,37,109,95,170,64,168
128,Sea_Enemy_04_004,Buccaneer Bones,25,3,"Sword, Axe, Staff, Fan, Wind",840,173,173,49,40,36,111,103,170,84,160
129,Clif_Enemy_01a_001,Cliff Birdian I,27,3,"Axe, Bow, Tome, Ice, Light",819,188,188,54,39,35,119,102,176,158,203
130,Clif_Enemy_01a_002,Cliff Birdian II,27,3,"Spear, Bow, Fan, Light, Dark",756,188,188,54,41,36,118,115,176,150,206
131,Clif_Enemy_01a_003,Laughing Hyaena,27,2,"Sword, Axe, Bow, Fire, Dark",791,195,195,54,35,30,124,99,176,128,211
132,Clif_Enemy_01a_004,Lloris,27,3,"Sword, Dagger, Staff, Fire, Wind",854,180,180,54,42,38,115,108,176,158,206
133,Clif_Enemy_01b_001,Cliff Birdian I,27,3,"Axe, Bow, Tome, Ice, Light",819,188,188,54,39,35,119,102,176,158,203
134,Clif_Enemy_01b_002,Cliff Birdian II,27,3,"Spear, Bow, Fan, Light, Dark",756,188,188,54,41,36,118,115,176,150,206
135,Clif_Enemy_01b_003,Laughing Hyaena,27,2,"Sword, Axe, Bow, Fire, Dark",791,195,195,54,35,30,124,99,176,128,211
136,Clif_Enemy_01b_004,Lloris,27,3,"Sword, Dagger, Staff, Fire, Wind",854,180,180,54,42,38,115,108,176,158,206
137,Clif_Enemy_02a_001,Cliff Birdian III,30,2,"Spear, Bow, Tome, Wind, Light",1044,214,214,57,40,35,127,89,184,220,210
138,Clif_Enemy_02a_002,Withered Wanderweed,30,4,"Sword, Axe, Fan, Fire, Lightning",1161,191,191,57,47,43,119,104,184,160,240
139,Clif_Enemy_02a_003,Eggling,30,4,"Dagger, Axe, Staff, Tome, Ice",1161,191,191,57,47,43,119,104,184,160,240
140,Clif_Enemy_02a_004,Hatchling,30,3,"Spear, Axe, Staff, Tome, Lightning",999,198,198,57,44,40,124,121,184,200,228
141,Clif_Enemy_02b_001,Cliff Birdian I,27,3,"Axe, Bow, Tome, Ice, Light",819,188,188,54,39,35,119,102,176,158,203
142,Clif_Enemy_02b_002,Cliff Birdian II,27,3,"Spear, Bow, Fan, Light, Dark",756,188,188,54,41,36,118,115,176,150,206
143,Clif_Enemy_02b_003,Laughing Hyaena,27,2,"Sword, Axe, Bow, Fire, Dark",791,195,195,54,35,30,124,99,176,128,211
144,Clif_Enemy_02b_004,Lloris,27,3,"Sword, Dagger, Staff, Fire, Wind",854,180,180,54,42,38,115,108,176,158,206
145,Clif_Enemy_03_001,Cliff Birdian IV,32,2,"Spear, Bow, Fan, Lightning, Light",1298,246,246,60,40,36,135,108,190,170,250
146,Clif_Enemy_03_002,Crawly Fledgling,32,2,"Spear, Axe, Staff, Ice, Dark",1298,254,254,60,42,37,132,92,190,220,224
147,Clif_Enemy_03_003,Long-eared Lloris,32,3,"Sword, Dagger, Tome, Lightning, Dark",1243,238,238,60,47,42,128,125,190,200,244
148,Clif_Enemy_03_004,Armor Eater,32,2,"Axe, Staff, Fan, Wind, Dark",1298,254,254,60,42,37,132,92,190,220,224
149,Clif_Enemy_04_001,Creepy Fledgling,32,2,"Spear, Dagger, Bow, Ice, Dark",1298,246,246,60,40,36,135,108,190,170,250
150,Clif_Enemy_04_002,Two-handed Hatchling,32,2,"Spear, Axe, Staff, Fan, Light",1298,254,254,60,42,37,132,92,190,220,224
151,Clif_Enemy_04_003,Great Condor,32,3,"Dagger, Axe, Tome, Fire, Lightning",1243,238,238,60,47,42,128,125,190,200,244
152,Clif_Enemy_04_004,Cliff Birdian V,32,2,"Spear, Bow, Staff, Ice, Light",1298,254,254,60,42,37,132,92,190,220,224
153,Clif_Enemy_05_001,Cliff Birdkin I,60,5,"Sword, Bow, Tome, Wind, Light",5215,591,591,125,69,77,177,157,261,1200,480
154,Clif_Enemy_05_002,Cliff Birdkin II,60,5,"Dagger, Axe, Bow, Lightning, Light",4794,601,601,125,79,73,183,179,261,1500,456
155,Clif_Enemy_05_003,Cliff Birdkin III,60,5,"Bow, Staff, Fan, Ice, Light",5215,581,581,125,83,63,177,157,261,1200,480
156,Clif_Enemy_05_004,Ettin Snake,60,5,"Spear, Dagger, Axe, Fire, Wind",5100,601,601,125,77,71,185,161,261,1575,450
157,Clif_Enemy_06a_001,Edoras Soldier I,60,6,"Dagger, Bow, Staff, Ice, Lightning",5215,591,591,125,69,77,177,157,261,1200,480
158,Clif_Enemy_06a_002,Edoras Soldier II,60,5,"Dagger, Axe, Staff, Lightning, Wind",4794,601,601,125,79,73,183,179,261,1500,456
159,Clif_Enemy_06a_003,Edoras Soldier III,60,4,"Spear, Bow, Fan, Ice",4964,621,621,125,73,67,187,137,261,1650,480
160,Clif_Enemy_06a_004,Edoras Knight I,60,5,"Axe, Staff, Tome, Wind, Dark",5100,601,601,125,77,71,185,161,261,1575,450
161,Clif_Enemy_06b_001,Edoras Soldier I,60,6,"Dagger, Bow, Staff, Ice, Lightning",5215,591,591,125,69,77,177,157,261,1200,420
162,Clif_Enemy_06b_002,Edoras Soldier II,60,5,"Dagger, Axe, Staff, Lightning, Wind",4794,601,601,125,79,73,183,179,261,1500,420
163,Clif_Enemy_06b_003,Edoras Soldier III,60,4,"Spear, Bow, Fan, Ice",4964,621,621,125,73,67,187,137,261,1650,450
164,Clif_Enemy_06b_004,Edoras Knight I,60,5,"Axe, Staff, Tome, Wind, Dark",5100,601,601,125,77,71,185,161,261,1575,474
165,Clif_Enemy_07_001,Edoras Soldier I,60,6,"Dagger, Bow, Staff, Ice, Lightning",5215,591,591,125,69,77,177,157,261,1200,468
166,Clif_Enemy_07_002,Edoras Knight I,60,5,"Axe, Staff, Tome, Wind, Dark",5100,601,601,125,77,71,185,161,261,1575,456
167,Clif_Enemy_07_003,Edoras Knight II,60,6,"Spear, Bow, Tome, Fire, Ice",5215,581,581,125,83,63,177,157,261,1200,456
168,Clif_Enemy_07_004,Edoras Knight III,60,4,"Sword, Staff, Fan, Ice, Lightning",4964,621,621,125,73,67,187,137,261,1650,450
169,Clif_Enemy_08_001,Brawler Bones,32,2,"Staff, Tome, Fire, Lightning, Wind",1298,246,246,60,40,36,135,108,190,170,234
170,Clif_Enemy_08_002,Fire Wisp,32,3,"Dagger, Tome, Ice, Wind, Dark",1397,230,230,60,48,44,125,117,190,210,228
171,Clif_Enemy_08_003,Thunder Wisp,32,3,"Dagger, Tome, Ice, Wind, Light",1243,238,238,60,47,42,128,125,190,200,228
172,Clif_Enemy_08_004,Marionette Bones,32,3,"Sword, Axe, Staff, Fire, Lightning",1342,238,238,60,45,40,130,111,190,210,225
173,River_Enemy_01_001,River Froggen I,35,2,"Axe, Bow, Tome, Ice, Dark",1573,268,268,63,45,40,138,97,198,330,245
174,River_Enemy_01_002,River Wasp,35,3,"Sword, Spear, Bow, Tome, Light",1508,251,251,63,50,45,134,131,198,300,266
175,River_Enemy_01_003,Giant Slug,35,4,"Dagger, Axe, Staff, Ice, Dark",1742,243,243,63,53,48,130,113,198,240,280
176,River_Enemy_01_004,River Fly,35,2,"Spear, Bow, Fan, Ice, Wind",1573,260,260,63,44,39,141,113,198,255,273
177,River_Enemy_02_001,River Froggen II,40,3,"Axe, Staff, Fire, Lightning, Dark",2057,293,293,71,56,51,144,140,210,400,304
178,River_Enemy_02_002,Warrior Wasp,40,3,"Spear, Dagger, Bow, Tome, Light",2295,284,284,71,57,52,140,132,210,420,304
179,River_Enemy_02_003,Motley Slug,40,2,"Sword, Dagger, Axe, Ice, Light",2142,301,301,71,49,44,150,122,210,340,312
180,River_Enemy_02_004,Killer Bug,40,2,"Dagger, Tome, Fan, Fire, Dark",2142,310,310,71,51,46,147,105,210,440,280
181,River_Enemy_03_001,River Froggen IV,37,2,"Axe, Staff, Lightning, Wind, Dark",1845,286,286,67,46,41,144,116,202,255,289
182,River_Enemy_03_002,Sea Snake,37,3,"Sword, Spear, Axe, Fire, Dark",1905,278,278,67,51,46,139,120,202,315,278
183,River_Enemy_03_003,River Bug,37,3,"Dagger, Tome, Fan, Fire, Dark",1770,278,278,67,52,47,138,134,202,300,282
184,River_Enemy_03_004,Horse Fly,37,2,"Spear, Bow, Tome, Wind, Light",1845,294,294,67,47,42,141,100,202,330,259
185,River_Enemy_04_001,Brigand I,37,2,"Spear, Bow, Fan, Lightning, Light",1845,286,286,67,46,41,144,116,202,255,289
186,River_Enemy_04_002,Brigand II,37,3,"Spear, Staff, Fan, Wind, Light",1905,278,278,67,51,46,139,120,202,315,278
187,River_Enemy_04_003,Brigand Leader I,37,3,"Axe, Bow, Tome, Ice, Light",1770,278,278,67,52,47,138,134,202,300,282
188,River_Enemy_04_004,Brigand Leader II,37,2,"Axe, Staff, Fan, Wind, Light",1845,294,294,67,47,42,141,100,202,330,259
189,River_Enemy_05_001,Wind Remnant,55,6,"Sword, Dagger, Axe, Bow, Lightning",4774,541,541,113,77,59,168,149,250,800,440
190,River_Enemy_05_002,Thunder Remnant,55,5,"Sword, Dagger, Bow, Staff, Wind",4650,551,551,113,75,65,170,160,250,1050,418
